"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","ListIsNotInExpectedOrder","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","ListIsNotInExpectedOrder"
"","1","OrOperatorCheckFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","OrOperatorCheckFails"
"","0","MultiplicationIsCorrect","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","MultiplicationIsCorrect"
"","0","StringSplitWorks","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","StringSplitWorks"
"","3","EmptyListIsEmpty","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","EmptyListIsEmpty"
"","1","ListDoesNotContainExpectedItem","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","ListDoesNotContainExpectedItem"
"","1","StringEqualityFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","StringEqualityFails"
"","0","AdditionIsCorrect","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","AdditionIsCorrect"
"","2","ObjectEqualityFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","ObjectEqualityFails"
"","6","AndOperatorWorks","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","AndOperatorWorks"
"","0","MaxReturnsLargest","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","MaxReturnsLargest"
"","0","ValueIsOutOfRange","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","ValueIsOutOfRange"
"","1","FalseIsNotTrue","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","FalseIsNotTrue"
"","7","ArraysAreNotEqual","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","ArraysAreNotEqual"
"","0","SquareRootIsCorrect","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","SquareRootIsCorrect"
"","0","DictionaryValueLookup","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","DictionaryValueLookup"
"","2","ExpectedExceptionNotThrown","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","ExpectedExceptionNotThrown"
"Verify stored auth state allows direct access to inventory
","547","StoredStateAllowsDirectAccess","","Wed Feb 18 10:48:25 UTC 2026","passed","Wed Feb 18 10:48:25 UTC 2026","","State Storage Tests","StateStorageTests","StoredStateAllowsDirectAccess"
"","1","MathAssertionFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","MathAssertionFails"
"","0","StringIsReferenceType","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","StringIsReferenceType"
"","2","ListRemoveWorks","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","ListRemoveWorks"
"","0","DivisionIsCorrect","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","DivisionIsCorrect"
"","14","DatesAreNotEqual","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","DatesAreNotEqual"
"","0","ValueIsInRange","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","ValueIsInRange"
"","59","ArrayEqualityFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","ArrayEqualityFails"
"","1","StartsWithFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","StartsWithFails"
"","0","NotFalseIsTrue","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","NotFalseIsTrue"
"","1","StringEndsWithFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","StringEndsWithFails"
"","0","DateTimeIsCorrectType","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Mixed Results Tests","MixedResultsTests","DateTimeIsCorrectType"
"","0","WrongTypeFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","WrongTypeFails"
"","4","DoubleToleranceFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","DoubleToleranceFails"
"Verify the Swag Labs page title
","520","HasTitle","","Wed Feb 18 10:48:25 UTC 2026","passed","Wed Feb 18 10:48:25 UTC 2026","","Login Test Suite","LoginTests","HasTitle"
"","18","AbsoluteValueOfNegative","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","AbsoluteValueOfNegative"
"","0","StringContainsSubstring","","Wed Feb 18 10:48:24 UTC 2026","passed","Wed Feb 18 10:48:24 UTC 2026","","Quick Tests","QuickTests","StringContainsSubstring"
"","2","GreaterThanFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","GreaterThanFails"
"","1","WrongCountFails","","Wed Feb 18 10:48:24 UTC 2026","failed","Wed Feb 18 10:48:24 UTC 2026","","Failing Tests","FailingTests","WrongCountFails"
