"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","ExpectedExceptionNotThrown","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","ExpectedExceptionNotThrown"
"","38","ArrayEqualityFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","ArrayEqualityFails"
"","0","RoundingFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","RoundingFails"
"","1","RegexMatchFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","RegexMatchFails"
"","13","AbsoluteValueOfNegative","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","AbsoluteValueOfNegative"
"","2","ArraysAreNotEqual","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","ArraysAreNotEqual"
"","1","ValueIsOutOfRange","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","ValueIsOutOfRange"
"","4","AndOperatorWorks","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","AndOperatorWorks"
"","1","EmptyStringIsNotEmpty","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","EmptyStringIsNotEmpty"
"","0","ListContainsAddedItem","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","ListContainsAddedItem"
"","1","WrongExceptionType","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","WrongExceptionType"
"","5","EmptyCollectionIsNotEmpty","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","EmptyCollectionIsNotEmpty"
"","1","DateTimeIsCorrectType","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","DateTimeIsCorrectType"
"","0","ValueIsInRange","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","ValueIsInRange"
"","1","StringEndsWithFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","StringEndsWithFails"
"","0","FalseIsNotTrue","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","FalseIsNotTrue"
"","0","ModuloReturnsRemainder","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","ModuloReturnsRemainder"
"","0","DivisionIsCorrect","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","DivisionIsCorrect"
"","3","ContainsFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","ContainsFails"
"Verify stored auth state allows direct access to inventory
","459","StoredStateAllowsDirectAccess","","Wed Feb 18 10:30:52 UTC 2026","passed","Wed Feb 18 10:30:52 UTC 2026","","State Storage Tests","StateStorageTests","StoredStateAllowsDirectAccess"
"","1","EmptyListIsEmpty","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","EmptyListIsEmpty"
"","3","EmptyStringHasZeroLength","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","EmptyStringHasZeroLength"
"","0","StringReplaceWorks","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","StringReplaceWorks"
"","1","OutOfRangeFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","OutOfRangeFails"
"","0","StartsWithFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","StartsWithFails"
"","1","NegativeSquareRootFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","NegativeSquareRootFails"
"Verify the Swag Labs page title
","468","HasTitle","","Wed Feb 18 10:30:52 UTC 2026","passed","Wed Feb 18 10:30:52 UTC 2026","","Login Test Suite","LoginTests","HasTitle"
"","0","StringLengthIsWrong","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","StringLengthIsWrong"
"","0","StringTrimRemovesWhitespace","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","StringTrimRemovesWhitespace"
"","0","NullIsNull","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","NullIsNull"
"","1","StringContainsSubstring","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","StringContainsSubstring"
"","2","DivideByZeroThrowsException","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","DivideByZeroThrowsException"
"","1","ObjectEqualityFails","","Wed Feb 18 10:30:51 UTC 2026","failed","Wed Feb 18 10:30:51 UTC 2026","","Failing Tests","FailingTests","ObjectEqualityFails"
"Login with invalid credentials fails
","383","LoginFailure","","Wed Feb 18 10:30:52 UTC 2026","passed","Wed Feb 18 10:30:53 UTC 2026","","Login Test Suite","LoginTests","LoginFailure"
"","0","IntegerIsValueType","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","IntegerIsValueType"
"","0","ListCountIsCorrect","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","ListCountIsCorrect"
"","2","SquareRootIsCorrect","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","SquareRootIsCorrect"
"","0","NotFalseIsTrue","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","NotFalseIsTrue"
"","1","StringToUpperConvertsCorrectly","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","StringToUpperConvertsCorrectly"
"","1","ListRemoveWorks","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Mixed Results Tests","MixedResultsTests","ListRemoveWorks"
"","0","StringStartsWith","","Wed Feb 18 10:30:51 UTC 2026","passed","Wed Feb 18 10:30:51 UTC 2026","","Quick Tests","QuickTests","StringStartsWith"
